"","peak_id","m_h_ratio","pvalue","p_adj_BH"
"1023",3569,1.00478292287502,0.965116937088451,0.988544204703849
"1024",3570,1.05407667044237,0.653924016192584,0.865907841033027
"1025",3572,1.00355620310327,0.966247430151252,0.988544204703849
"1026",3576,1.01085416251882,0.913110335347996,0.968603048614606
"1027",3577,1.04318913299256,0.616024882706885,0.844787555295048
"1028",3578,0.860114779686254,0.124438269423745,0.486111243757208
"1029",3579,0.858905413899367,0.115626384297812,0.46622741651414
"1030",3581,0.804319692570377,0.0205815707430519,0.249501751136739
"1031",3582,0.900456557912215,0.234726509138284,0.595374415267482
"1032",3583,0.898672321997858,0.217635254781545,0.575157023536601
"1033",3586,0.891965305384276,0.109428236388377,0.464491080000414
"1034",3593,0.939541656919502,0.49277313305237,0.778739038692518
"1035",3595,0.897163891957421,0.360282186325247,0.690872412419124
"1036",3597,1.0771540558499,0.4863325375694,0.777766251310189
"1037",3600,0.942073689554171,0.509690324937725,0.788777749550189
"1038",3608,0.873756409057259,0.297372061393673,0.645967749547644
"1039",3610,1.31016826842404,0.00397286706229943,0.106643103000866
"1040",3611,0.983066625923799,0.801743295225919,0.930530988812392
"1041",3612,1.33264849900644,0.0020171207575112,0.0791587767152339
"1042",3629,0.940979737010634,0.45767375433507,0.763513401904099
"1043",3639,1.4006136203703,0.0587799302453129,0.37360619999124
"1044",3649,1.06547661940893,0.347202781980995,0.681094233542389
"1045",3658,0.994198730176008,0.9512820753128,0.983728387878967
"1046",3659,0.866532943402429,0.181785415780376,0.5420415550737
"1047",3664,0.921736725396696,0.319367389635526,0.663817837527824
"1048",3665,0.891695688497928,0.28282012189872,0.63415156210942
"1049",3666,0.929099167271906,0.374082259027687,0.704469219838552
"1050",3667,1.10184395258516,0.0895301467878065,0.448287959512625
"1051",3669,0.908507242193682,0.294231999757754,0.643083501306474
"1052",3670,0.871878231732403,0.205216716590292,0.562561296519455
"1053",3682,0.977547531848286,0.779319194822342,0.920969035893824
"1054",3693,1.06113456398358,0.41694070230181,0.735139473185393
"1055",3711,0.890704933927789,0.342998085153464,0.67666293346602
"1056",3719,0.910983426545702,0.273937194507612,0.627018586621077
"1057",3720,1.10637333726479,0.401916894182514,0.722981330678836
"1058",3729,0.93964613741362,0.580718891275459,0.82092326659409
"1059",3732,1.05673184092578,0.584073497228755,0.82092326659409
"1060",3733,0.899309815733114,0.340489680622398,0.67666293346602
"1061",3738,0.861573583987409,0.151088128071595,0.509685085541342
"1062",3739,0.94380524070355,0.476411747257743,0.774872689077509
"1063",3741,0.885992726944165,0.191344937882674,0.550974086853785
"1064",3743,1.36167193623893,0.000136137052437283,0.0170534347686437
"1065",3744,0.879623635552191,0.208294346781643,0.566403874967738
"1066",3754,0.898154450016885,0.358309413338059,0.690872412419124
"1067",3760,0.98430961316938,0.838375348751615,0.943545691822914
"1068",3764,1.07515444510126,0.271769865370025,0.625803403223379
"1069",3766,1.13567577005844,0.0535755076420188,0.358653584759707
"1070",3771,1.01738181849281,0.83402530008076,0.943001944258885
"1071",3772,1.13968559315391,0.0480973088521388,0.346380891344528
"1072",3775,1.18541599549469,0.0186796902355633,0.243290729250682
"1073",3783,1.03787948571739,0.795165272430491,0.928231818554805
"1074",3785,1.33848396726039,0.00160715891377979,0.0749300370287044
"1075",3786,0.911387418059439,0.42862210850535,0.743352891850305
"1076",3792,0.804595806022075,0.113218155742517,0.464491080000414
"1077",3793,0.895527988510515,0.363714519848315,0.69315302861561
"1078",3799,1.15869551013446,0.10025248109774,0.460155793652883
"1079",3801,1.05644680253385,0.43140067344096,0.745723887208431
"1080",3805,0.957313431927903,0.699199085799148,0.885114098076874
"1081",3809,1.09115366016622,0.192610785156867,0.550974086853785
"1082",3810,1.30070042267131,0.00451949049386774,0.116330447095582
"1083",3813,1.13555887335055,0.054017543633314,0.358653584759707
"1084",3815,1.12934505748863,0.112674637063153,0.464491080000414
"1085",3832,1.10879919041311,0.131060459512819,0.49255589649966
"1086",3839,0.906759789856514,0.336605444643478,0.67666293346602
"1087",3846,0.884141498717385,0.249209904923123,0.608200987422472
"1088",3850,0.892765300212158,0.239799980879005,0.599181069244217
"1089",3851,0.939361745010827,0.490677773541382,0.778702311219811
"1090",3855,0.893503495554944,0.274991412170696,0.627673756406834
"1091",3867,0.865041941469674,0.0917565651321241,0.448985900737659
"1092",3868,1.10313182519113,0.0838777132362449,0.433984904652742
"1093",3876,0.86775493598619,0.164200431030408,0.528309263537904
"1094",3877,1.18641487319594,0.0114477041646025,0.201030244161572
"1095",3878,1.19594513388676,0.00999962161061093,0.180666240445557
"1096",3879,1.08348243342377,0.238689875456571,0.59799770131053
"1097",3881,0.981040008115327,0.785922361488817,0.923544788766409
"1098",3883,1.18008978381629,0.0171537291386221,0.233097930389943
"1099",3887,1.2513191364259,0.001740746056354,0.0765043445061468
"1100",3889,1.24982016633477,0.00162176763429943,0.0749300370287044
"1101",3892,1.25939212189787,0.00117708895441327,0.0749300370287044
"1102",3893,1.25842195608976,0.00123722721797,0.0749300370287044
"1103",3898,0.924949063188813,0.429746443025813,0.744233701793089
"1104",3899,0.965248967728725,0.5766908855575,0.819179992747746
"1105",3900,0.759723501433693,0.000563085694993675,0.0460016530823094
"1106",3902,0.984389053509324,0.84969343982613,0.945336755100185
"1107",3905,0.921213753940397,0.285234505326386,0.635855017261909
"1108",3912,0.929322395450516,0.458343076931266,0.763513401904099
"1109",3913,0.901359533295538,0.294333055414352,0.643083501306474
"1110",3923,0.868259517843617,0.152384095648961,0.510767117643042
"1111",3925,1.09022117962039,0.398956729850911,0.722062438430959
"1112",3941,0.859154661180466,0.125431459463024,0.486400285033133
"1113",3942,1.0432808115359,0.738442817839086,0.900416387620468
"1114",3946,1.07285911007771,0.281839110965378,0.63415156210942
"1115",3953,0.994896303601899,0.96785686499868,0.989446708015516
"1116",3957,0.935457651481942,0.636187236251887,0.855374270400237
"1117",3961,1.06601960595082,0.35170720695539,0.68217146091878
"1118",3975,0.878265189549044,0.246897210075347,0.606370493649887
"1119",3976,1.03939725996222,0.660347923759349,0.869417559641603
"1120",3994,0.992930259937197,0.931587330149415,0.973705100467012
"1121",3999,1.07696915412006,0.371587793308097,0.702827670303703
"1122",4027,1.22278797060883,0.0123453309448,0.205282095975922
"1123",4028,1.12129272000578,0.466962149328132,0.767652413505775
"1124",4029,1.01854819591919,0.799590656052025,0.929147088881729
"1125",4034,1.1262041661739,0.183503757141622,0.5420415550737
"1126",4036,0.877467927026186,0.183045687028305,0.5420415550737
"1127",4037,1.20090833692187,0.226457445269624,0.585892927011174
"1128",4046,1.1237111595378,0.185615392248489,0.543257510957805
"1129",4047,1.00352508187748,0.976953686039218,0.991561010492404
"1130",4051,0.993213900703702,0.937833490171203,0.975110396781203
"1131",4053,1.03462195706031,0.730751686033155,0.898063424062972
"1132",4059,1.03455785700294,0.798441374315594,0.928385731645422
"1133",4064,1.05345326533016,0.479582399167237,0.77651113279363
"1134",4065,0.895745571274957,0.441583417409818,0.754773254573168
"1135",4069,0.944383703772366,0.699518060481191,0.885114098076874
"1136",4075,1.05105471411698,0.608731281773048,0.839798882857237
"1137",4092,1.00625827006067,0.942890695588852,0.976676745871805
"1138",4093,1.1393924132696,0.205728249097386,0.562561341204103
"1139",4103,1.12155969713836,0.198563353487539,0.554384162263129
"1140",4105,1.13377286775785,0.285107113400622,0.635855017261909
"1141",4118,1.11331013181305,0.362776260027227,0.692740439625162
"1142",4124,1.08180617162929,0.211315964870981,0.566937580002757
"1143",4125,1.25175228786056,0.00153236081544744,0.0749300370287044
