"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"93",1378,"Timepoint:SexM",-0.100758917448029,0.0245046015076943,-4.11183660409214,5.22973951748511e-05,0.00209078309645841
"94",1404,"Timepoint:SexM",-0.185511436121674,0.0450847528486657,-4.11472669583825,5.16852119658121e-05,0.00209078309645841
"95",385,"Timepoint:SexM",0.0912177436516882,0.0224132119215834,4.06982024579207,6.20160494809598e-05,0.00242766993697341
"96",5934,"Timepoint:SexM",0.126919378025546,0.0311717799151834,4.07161151435325,6.15687723934362e-05,0.00242766993697341
"97",1390,"Timepoint:SexM",-0.255474514791314,0.0629949102385659,-4.0554786700039,6.5710326867265e-05,0.00254576709656888
"98",6246,"SexM",-2.35152126213073,0.582208442221991,-4.03896799083878,7.02226462859797e-05,0.00269282351778277
"99",4663,"Timepoint:SexM",0.133906403866958,0.0332348543787282,4.02909554954042,7.3059991141409e-05,0.00277332774453954
"100",1251,"SexM",0.851085455709081,0.212791552637067,3.99962049790894,8.21941901419575e-05,0.00305827491637105
"101",1886,"Timepoint:SexM",-0.0961954111310909,0.0240434641308589,-4.00089648511288,8.17772424803168e-05,0.00305827491637105
"102",501,"Timepoint:SexM",-0.377722528305246,0.0947051027991084,-3.98840735231008,8.59461601214607e-05,0.00310563143977355
"103",1968,"Timepoint:SexM",-0.0925975837569627,0.0232078129374889,-3.98993149446602,8.54267838337086e-05,0.00310563143977355
"104",5067,"Timepoint:SexM",-0.226376174606002,0.056714201702927,-3.99152536417204,8.48868376103903e-05,0.00310563143977355
"105",4923,"Timepoint:SexM",0.122513390548229,0.0307604961542946,3.98281581459877,8.78773792749093e-05,0.00314517325062009
"106",4929,"Timepoint:SexM",0.0802216042529507,0.0201648222106833,3.97829464672638,8.94689842313174e-05,0.00317192870510652
"107",4546,"Timepoint:SexM",-0.0885506381375796,0.0223299025296885,-3.96556312862755,9.4099350615554e-05,0.00330490990292759
"108",579,"Timepoint:SexM",-0.104210359498651,0.0263759536361348,-3.95096082349355,9.96901994891632e-05,0.00338165203086982
"109",1291,"Timepoint:SexM",-0.104210359498651,0.0263759536361348,-3.95096082349355,9.96901994891632e-05,0.00338165203086982
"110",1386,"Timepoint:SexM",-0.164609779966997,0.0416684125788855,-3.95046918706975,9.98838146425094e-05,0.00338165203086982
"111",6560,"Timepoint:SexM",-0.0728273426668816,0.0184183867477975,-3.95405654491377,9.84792100902628e-05,0.00338165203086982
"112",770,"Timepoint:SexM",-0.122319405863206,0.0309847600419245,-3.9477280346112,0.000100969889477811,0.00338790039872869
"113",1433,"SexM",0.837633502746955,0.212516434159681,3.94149989415677,0.000103479364958561,0.00344137569481657
"114",7396,"Timepoint:SexM",-0.283149631543128,0.07188881976072,-3.93871581819793,0.000104620182708155,0.00344879514576531
"115",1435,"SexM",0.615132486586281,0.156425560070617,3.93242949751042,0.000107240156780143,0.00350442181895459
"116",109,"Timepoint:SexM",0.187928997130484,0.0482940463522324,3.89134916879454,0.000125956481672935,0.00404567912928965
"117",2834,"Timepoint:SexM",0.168836435025958,0.0433787939907367,3.89214220805704,0.000125567526036438,0.00404567912928965
"118",563,"SexM",2.39691273438403,0.617904402110107,3.87909962479425,0.00013211138819605,0.00419329282879198
"119",6292,"Timepoint:SexM",0.128152079272009,0.0330476745997281,3.87779415115229,0.000132783886808474,0.00419329282879198
"120",916,"Timepoint:SexM",0.188058685628755,0.0485285494505103,3.87521753190951,0.000134120730608866,0.00420021421356765
"121",378,"Timepoint:SexM",-0.0693087645868118,0.0179033477265552,-3.87127400111931,0.000136191497646378,0.00420615818488395
"122",6871,"SexM",1.76486256221887,0.455966279958035,3.87059885740082,0.000136549041659351,0.00420615818488395
"123",594,"Timepoint:SexM",-0.0672331952972047,0.0174065482014243,-3.86252314469236,0.000140895307711703,0.00430475257219985
"124",6376,"Timepoint:SexM",0.112636772261017,0.0293096123419017,3.84299768100274,0.000151951386393403,0.00460510733924524
"125",5095,"Timepoint:SexM",-0.0616149281412525,0.01613655367091,-3.8183449451371,0.000167085934320097,0.00502327152939941
"126",2833,"Timepoint:SexM",0.107041952952419,0.0281555179303197,3.80181082860313,0.000178023679441573,0.00530962688366216
