"","Name","term","estimate","std.error","statistic","p.value","p_adj_BH"
"192","LysoPE(22:6)","Timepoint:DietMetR",-0.0500532025789728,0.0161964395737179,-3.09038306543584,0.00203982512405226,0.0266006838333736
"193","2-Hydroxy-3-methylbutyric acid","Timepoint:DietZGN201",-0.0464038272963189,0.0149876831769135,-3.09613078609759,0.00200097124886461,0.0266006838333736
"194","Cellobiose","Timepoint:Diet40CR",-0.53395439615612,0.172792655307174,-3.0901452102053,0.00204144782907286,0.0266006838333736
"195","Alpha-Lactose","Timepoint:Diet40CR",-0.53395439615612,0.172792655307174,-3.0901452102053,0.00204144782907286,0.0266006838333736
"196","Lactose","Timepoint:Diet40CR",-0.53395439615612,0.172792655307174,-3.0901452102053,0.00204144782907286,0.0266006838333736
"197","2-Hydroxyvaleric acid","Timepoint:DietZGN201",-0.0459719712286678,0.0148898625051727,-3.08746781326538,0.002059795639113,0.0267048881854851
"198","N-acetyl-phe","Timepoint:DietZGN1062",-0.0439699268254765,0.0142550878621844,-3.08450759830944,0.00208025776848661,0.0268353252134773
"199","N-Acetyl-L-phenylalanine","Timepoint:DietZGN1062",-0.0433619202292708,0.0141105726012435,-3.07300925728908,0.00216152183221704,0.0277449071000994
"200","C14:2","Timepoint:DietZGN1062",-0.0318777990164487,0.0103939205235319,-3.06696582336542,0.00220539212891231,0.0281612337649753
"201","gamma-D-Glutamylglycine","DietMetR",0.272730152508099,0.0889661396684742,3.06555003425357,0.00221578699778681,0.0281612337649753
"202","lysoPE(20:4)","Timepoint:DietMetR",-0.0501663377206028,0.0164244202473026,-3.05437494689298,0.00229942678569096,0.0290809858190327
"203","lysoPS(22:0)","DietZGN1062",-0.266897722603664,0.0874415395544623,-3.05229898699838,0.00231527952289053,0.0291386398490613
"204","Taurodeoxycholic acid","Timepoint:DietZGN1062",-0.0940854876223233,0.0308464787820782,-3.05012083508822,0.00233202031050631,0.0292068563160499
"205","Prostaglandin E2","Diet40CR",-0.916642926291458,0.301208431303957,-3.04321802123278,0.00238580959864621,0.0297361776063151
"206","Glu-Ala","Timepoint:DietZGN201",-0.0586407877052033,0.0192806280680009,-3.04143555377879,0.00239988275863044,0.0297677765253199
"207","15-deoxy-delta-12-14-PGJ2","Timepoint:DietMetR",-0.0684449902601129,0.0225994965961017,-3.02860685277031,0.00250343489963749,0.0309036461294963
"208","PG(20:4/18:1)","DietMetR",-0.450377349615053,0.149053414064575,-3.02158358761198,0.00256184418415957,0.031324919408207
"209","PE(P-20:4/16:0)","DietMetR",-0.269341310694045,0.0891376323046891,-3.0216341149088,0.00256141955288006,0.031324919408207
"210","Glutamylserine","DietMetR",0.250062302143504,0.0829541837676006,3.01446281291928,0.00262233577301717,0.0319133315772844
"211","PG(18:1/18:2)","DietMetR",-0.41435869171198,0.137742415013999,-3.0082142212322,0.00267649196387829,0.0322679872280654
"212","Indolepyruvate","Timepoint:DietZGN201",-0.0794275073763397,0.0263982122056119,-3.00882145948711,0.00267118452713367,0.0322679872280654
"213","C18:4","Timepoint:DietZGN1062",0.0304623657055632,0.0101597712061326,2.99833186077809,0.0027642337958358,0.0328538125500912
"214","Hydroxyisocaproic acid","Timepoint:DietZGN201",-0.050174017894255,0.0167310031274596,-2.99886489244075,0.00275943489676437,0.0328538125500912
"215","LysoPE(22:1)","Timepoint:DietZGN201",-0.12152055495755,0.0405470428868572,-2.99702632561003,0.00277601982012398,0.0328538125500912
"216","N-Glycolylneuraminic acid","Timepoint:DietMetR",-0.0626820972145408,0.0208898695778597,-3.0005978247454,0.0027438858582736,0.0328538125500912
"217","2-hydroxy-b-methylvalerate","Timepoint:DietZGN201",-0.0497122133839695,0.0166620661702767,-2.98355635345218,0.00290033404781488,0.0340773185749876
"218","PE(16:0/20:4)","Timepoint:DietZGN201",-0.084401953311949,0.0282984425777424,-2.98256531539067,0.00290967826363518,0.0340773185749876
"219","L-Gulonolactone","DietZGN1062",-0.15007889837423,0.0503354126485259,-2.98157679608543,0.002919026125997,0.0340773185749876
"220","C22:3","Timepoint:DietMetR",-0.0358001743122949,0.0120201871260115,-2.97833751978985,0.00294985071894451,0.0342820488958416
"221","C24:5","Timepoint:DietPF",-0.0334999731208123,0.011267585837082,-2.97312783813573,0.00300004966831929,0.0347090948173263
"222","C24:1","Timepoint:DietZGN201",-0.033223477965294,0.0112091386844304,-2.96396350340831,0.00309025158110343,0.0355031630684066
"223","LysoPE(20:3)","DietZGN1062",-0.206436040705995,0.0696626604465061,-2.96336716661169,0.00309620608154709,0.0355031630684066
"224","15-deoxy-delta-12-14-PGJ2","Timepoint:DietZGN1062",-0.0669070783700459,0.0226049407323102,-2.95984312289803,0.00313160844732008,0.0357502203278133
"225","PG(18:1/18:2)","Timepoint:DietZGN201",-0.0974801318240003,0.0329536715244331,-2.95809623979911,0.00314929415490185,0.0357937397341268
"226","LysoPC(18:1)","Timepoint:DietZGN201",-0.0616430466020721,0.0208620307266642,-2.95479607952474,0.00318295443681575,0.0360176423113361
"227","Cholic acid","DietMetR",0.560946032007476,0.190727055291784,2.94109312991444,0.00332625876546236,0.0374748804143794
"228","PE(P-20:4/16:0)","Timepoint:DietZGN1062",-0.0530193027764549,0.0180512085565571,-2.93716083387645,0.00336845525064894,0.0377852806377142
"229","C18:3","Timepoint:DietMetR",0.0274552276172707,0.00935760990816748,2.93400001567786,0.00340272632452738,0.0380044758323837
"230","PG(18:2/18:2)","DietZGN1062",-0.517629357543403,0.176564649868966,-2.93167039907224,0.00342818821845284,0.0381238172569324
"231","Palmitoyl Serinol","Timepoint:DietZGN1062",-0.0344218116997898,0.0117691390164005,-2.92475190001771,0.00350483186011856,0.0388088678073214
"232","2-Hydroxyvaleric acid","Timepoint:Diet40CR",0.183886325586275,0.0629992783136643,2.91886400143715,0.00357128440703381,0.039375699872424
"233","L-Glutamine","Timepoint:DietZGN201",-0.0646979496759177,0.0221857228530252,-2.91619750704204,0.0036017550567127,0.0395426725375266
"234","LysoPE(22:4)","Timepoint:DietZGN201",-0.0489702160371994,0.0168008847047375,-2.91474031860898,0.00361850653863863,0.0395582494478291
"235","Perfluorooctanesulfonic acid","Timepoint:Diet40CR",0.202213453849215,0.0694641728083189,2.91104674070197,0.00366128526006094,0.0398570294133216
"236","C15:2","Timepoint:Diet40CR",-0.275245448031626,0.0946383081033328,-2.90839358340064,0.00369229748160916,0.0398582740692537
"237","Indole-3-carboxylic acid","Timepoint:DietZGN201",-0.0442935985189941,0.0152247479602993,-2.90931571639122,0.0036814918496805,0.0398582740692537
"238","LysoPC(14:1)","Timepoint:DietZGN201",-0.0466459467659226,0.0160561558952139,-2.90517525305214,0.00373023671523943,0.0401000446888239
"239","LysoPE(20:1)","DietMetR",-0.202530774064304,0.0697505826554441,-2.90364275614401,0.00374842691877357,0.0401283877611444
"240","PG(18:1/16:0)","Timepoint:DietZGN201",-0.0726149156978197,0.0250502239763836,-2.89877311142121,0.00380676491762251,0.0405845185432482
"241","2-Hydroxy-3-methylbutyric acid","Timepoint:Diet40CR",0.183426965888924,0.0634131593499525,2.89256942516713,0.00388228066011461,0.0412192761444268
"242","C21:2","Timepoint:DietMetR",0.11683225481733,0.0404637720037286,2.88732980223803,0.00394711954861265,0.0416055015438811
"243","C21:5","Timepoint:DietPF",-0.154166225143707,0.0533996678144704,-2.88702592082288,0.00395091003032979,0.0416055015438811
"244","All-trans-retinoic acid","Timepoint:DietZGN201",-0.0814513508629868,0.0282600390290309,-2.88220942580135,0.00401143239291683,0.0420239227263319
"245","PE(16:0/22:6)","Timepoint:DietZGN201",-0.0807225609152425,0.0280162251022514,-2.88127899531888,0.00402322050907131,0.0420239227263319
"246","PG(18:1/22:6)","DietMetR",-0.335779921762063,0.116692135610516,-2.87748544497289,0.00407160956081122,0.0423578736568264
"247","2-keto-isovalerate","Timepoint:DietZGN201",-0.0291981666108441,0.0101586359686435,-2.87422117506423,0.00411366996134029,0.0424530740010318
"248","Alpha-ketoisovaleric acid","Timepoint:DietZGN201",-0.0291981666108441,0.0101586359686435,-2.87422117506423,0.00411366996134029,0.0424530740010318
"249","Phenylacetylglycine","Timepoint:DietZGN201",-0.0823765951764639,0.0287136951043066,-2.86889565683619,0.00418313768474031,0.0429979889507171
"250","Glutaminylglutamic acid","Timepoint:DietZGN201",-0.050316292427122,0.0176220751975566,-2.85529892836337,0.00436535630223825,0.0446929335705344
"251","Cholesterol sulfate","DietZGN1062",-0.171686644146179,0.0602883296813103,-2.84775917750136,0.00446947810201688,0.0455780770877611
"252","LysoPC(14:0)","Timepoint:DietZGN201",-0.0571475325511352,0.0202298276498877,-2.82491445503998,0.00479885666469285,0.0487442921059353
"253","PE(P-38:6)","Timepoint:Diet40CR",-0.245666021827583,0.0870768236032774,-2.82125612375158,0.00485359977248042,0.0491070094627431
"254","Ribothymidine","Timepoint:DietZGN201",-0.0541969423433196,0.0192417930244767,-2.81662640661283,0.00492368926736385,0.0495328060604847
"255","L-Glutamic acid","Timepoint:DietZGN1062",-0.0535066053924613,0.0190012962034053,-2.81594501868099,0.00493408184400953,0.0495328060604847
"256","Indoxyl sulfate","Timepoint:DietZGN1062",-0.0608058427157739,0.0216180597729384,-2.81273358268215,0.00498333079579452,0.0495473531235005
"257","Nonadecanoic acid","Timepoint:DietZGN201",-0.0256071119015693,0.00910605534251899,-2.81209710883282,0.00499314411322098,0.0495473531235005
"258","C18:4","Timepoint:DietZGN201",0.0337609328364928,0.0120025867451553,2.81280473562252,0.00498223482721907,0.0495473531235005
